id	port_status	implementation	legacy_field	legacy_class	old_texture	new_texture	old_zh_cn	new_zh_cn	legacy_block_item	initializer
analysis_tool	formal	HbmItems	analysis_tool	ItemAnalysisTool	True	True	True	True	False	analysis_tool = new ItemAnalysisTool().setUnlocalizedName("analysis_tool").setMaxStackSize(1).setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":analysis_tool")
anchor_remote	formal	HbmItems	anchor_remote	ItemAnchorRemote	True	True	True	True	False	anchor_remote = new ItemAnchorRemote().setUnlocalizedName("anchor_remote").setMaxStackSize(1).setFull3D().setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":anchor_remote")
apple_euphemium	formal	HbmItems	apple_euphemium	ItemAppleEuphemium	True	True	True	True	False	apple_euphemium = new ItemAppleEuphemium(20, 100, false).setUnlocalizedName("apple_euphemium").setMaxStackSize(1).setTextureName(RefStrings.MODID + ":apple_euphemium")
apple_lead	formal	HbmItems	apple_lead	ItemAppleSchrabidium	True	True	True	True	False	apple_lead = new ItemAppleSchrabidium(5, 0, false).setUnlocalizedName("apple_lead").setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":apple_lead")
apple_schrabidium	formal	HbmItems	apple_schrabidium	ItemAppleSchrabidium	True	True	True	True	False	apple_schrabidium = new ItemAppleSchrabidium(20, 100, false).setUnlocalizedName("apple_schrabidium").setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":apple_schrabidium")
arc_electrode	formal	HbmItems	arc_electrode	ItemArcElectrode	True	True	True	True	False	arc_electrode = new ItemArcElectrode().setUnlocalizedName("arc_electrode").setCreativeTab(MainRegistry.controlTab).setTextureName(RefStrings.MODID + ":arc_electrode")
arc_electrode_burnt	formal	HbmItems	arc_electrode_burnt	ItemArcElectrodeBurnt	False	True	True	True	False	arc_electrode_burnt = new ItemArcElectrodeBurnt().setUnlocalizedName("arc_electrode_burnt").setCreativeTab(MainRegistry.controlTab).setTextureName(RefStrings.MODID + ":arc_electrode_burnt")
armor_battery	formal	HbmItems	armor_battery	ItemModBattery	True	True	True	True	False	armor_battery = new ItemModBattery(1.25D).setUnlocalizedName("armor_battery").setTextureName(RefStrings.MODID + ":armor_battery")
armor_battery_mk2	formal	HbmItems	armor_battery_mk2	ItemModBattery	True	True	True	True	False	armor_battery_mk2 = new ItemModBattery(1.5D).setUnlocalizedName("armor_battery_mk2").setTextureName(RefStrings.MODID + ":armor_battery_mk2")
armor_battery_mk3	formal	HbmItems	armor_battery_mk3	ItemModBattery	True	True	True	True	False	armor_battery_mk3 = new ItemModBattery(2D).setUnlocalizedName("armor_battery_mk3").setTextureName(RefStrings.MODID + ":armor_battery_mk3")
armor_polish	formal	HbmItems	armor_polish	ItemModPolish	True	True	True	True	False	armor_polish = new ItemModPolish().setUnlocalizedName("armor_polish").setTextureName(RefStrings.MODID + ":armor_polish")
asbestos_boots	formal	HbmItems		UNRESOLVED	True	True	True	True	False	
asbestos_cloth	formal	HbmItems	asbestos_cloth	Item	True	True	True	True	False	asbestos_cloth = new Item().setUnlocalizedName("asbestos_cloth").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":asbestos_cloth")
asbestos_helmet	formal	HbmItems		UNRESOLVED	True	True	True	True	False	
asbestos_legs	formal	HbmItems		UNRESOLVED	True	True	True	True	False	
asbestos_plate	formal	HbmItems		UNRESOLVED	True	True	True	True	False	
ashglasses	formal	HbmItems		UNRESOLVED	True	True	True	True	False	
assembly_nuke	formal	HbmItems	assembly_nuke	Item	True	True	True	True	False	assembly_nuke = new Item().setUnlocalizedName("assembly_nuke").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":assembly_nuke")
attachment_mask	formal	HbmItems	attachment_mask	ItemModGasmask	True	True	True	True	False	attachment_mask = new ItemModGasmask().setUnlocalizedName("attachment_mask").setTextureName(RefStrings.MODID + ":attachment_mask")
attachment_mask_mono	formal	HbmItems	attachment_mask_mono	ItemModGasmask	True	True	True	True	False	attachment_mask_mono = new ItemModGasmask().setUnlocalizedName("attachment_mask_mono").setTextureName(RefStrings.MODID + ":attachment_mask_mono")
australium_iii	formal	HbmItems	australium_iii	ItemModShield	True	True	True	True	False	australium_iii = new ItemModShield(25F).setUnlocalizedName("australium_iii").setTextureName(RefStrings.MODID + ":australium_iii")
back_tesla	formal	HbmItems	back_tesla	ItemModTesla	True	True	True	True	False	back_tesla = new ItemModTesla().setUnlocalizedName("back_tesla").setTextureName(RefStrings.MODID + ":back_tesla")
balefire_and_ham	formal	HbmItems	balefire_and_ham	ItemSoup	True	True	True	True	False	balefire_and_ham = new ItemSoup(6).setUnlocalizedName("balefire_and_ham").setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":balefire_and_ham")
balefire_and_steel	formal	HbmItems	balefire_and_steel	ItemBalefireMatch	True	True	True	True	False	balefire_and_steel = new ItemBalefireMatch().setUnlocalizedName("balefire_and_steel").setCreativeTab(CreativeTabs.tabTools).setFull3D().setTextureName(RefStrings.MODID + ":balefire_and_steel")
balefire_scrambled	formal	HbmItems	balefire_scrambled	ItemSoup	True	True	True	True	False	balefire_scrambled = new ItemSoup(6).setUnlocalizedName("balefire_scrambled").setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":balefire_scrambled")
ball_dynamite	formal	HbmItems	ball_dynamite	Item	True	True	True	True	False	ball_dynamite = new Item().setUnlocalizedName("ball_dynamite").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ball_dynamite")
ball_fireclay	formal	HbmItems	ball_fireclay	Item	True	True	True	True	False	ball_fireclay = new Item().setUnlocalizedName("ball_fireclay").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ball_fireclay")
ball_resin	formal	HbmItems	ball_resin	ItemCustomLore	True	True	True	True	False	ball_resin = new ItemCustomLore().setUnlocalizedName("ball_resin").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ball_resin")
ball_tatb	formal	HbmItems	ball_tatb	Item	True	True	True	True	False	ball_tatb = new Item().setUnlocalizedName("ball_tatb").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ball_tatb")
ball_tnt	formal	HbmItems	ball_tnt	Item	True	True	True	True	False	ball_tnt = new Item().setUnlocalizedName("ball_tnt").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ball_tnt")
ballistic_gauntlet	formal	HbmItems	ballistic_gauntlet	ItemModTwoKick	True	True	True	True	False	ballistic_gauntlet = new ItemModTwoKick().setUnlocalizedName("ballistic_gauntlet").setTextureName(RefStrings.MODID + ":ballistic_gauntlet")
ballistite	formal	HbmItems	ballistite	Item	True	True	True	True	False	ballistite = new Item().setUnlocalizedName("ballistite").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":ballistite")
bandaid	formal	HbmItems	bandaid	ItemModBandaid	True	True	True	True	False	bandaid = new ItemModBandaid().setUnlocalizedName("bandaid").setTextureName(RefStrings.MODID + ":bandaid")
bathwater	formal	HbmItems	bathwater	ItemModBathwater	True	True	True	True	False	bathwater = new ItemModBathwater().setUnlocalizedName("bathwater").setTextureName(RefStrings.MODID + ":bathwater")
bathwater_mk2	formal	HbmItems	bathwater_mk2	ItemModBathwater	True	True	True	True	False	bathwater_mk2 = new ItemModBathwater().setUnlocalizedName("bathwater_mk2").setTextureName(RefStrings.MODID + ":bathwater_mk2")
battery_creative	formal	HbmItems	battery_creative	ItemBatteryCreative	False	True	True	True	False	battery_creative = new ItemBatteryCreative().setUnlocalizedName("battery_creative").setMaxStackSize(1).setCreativeTab(MainRegistry.controlTab).setTextureName(RefStrings.MODID + ":battery_creative_new")
battery_pack	formal	HbmItems	battery_pack	ItemBatteryPack	False	False	False	True	False	battery_pack = new ItemBatteryPack().setUnlocalizedName("battery_pack").setTextureName(RefStrings.MODID + ":battery_creative_new")
battery_potato	formal	HbmItems	battery_potato	ItemBattery	True	True	True	True	False	battery_potato = new ItemBattery(1000, 0, 100).setUnlocalizedName("battery_potato").setMaxStackSize(1).setCreativeTab(MainRegistry.controlTab).setTextureName(RefStrings.MODID + ":battery_potato")
battery_potatos	formal	HbmItems	battery_potatos	ItemPotatos	True	True	True	True	False	battery_potatos = new ItemPotatos(500000, 0, 100).setUnlocalizedName("battery_potatos").setMaxStackSize(1).setCreativeTab(MainRegistry.controlTab).setTextureName(RefStrings.MODID + ":battery_potatos")
battery_sc	formal	HbmItems	battery_sc	ItemBatterySC	False	False	False	True	False	battery_sc = new ItemBatterySC().setUnlocalizedName("battery_sc").setMaxStackSize(1).setCreativeTab(MainRegistry.controlTab).setTextureName(RefStrings.MODID + ":battery_sc")
battery_spark	formal	HbmItems	battery_spark	Item	True	True	True	True	False	battery_spark = new Item().setUnlocalizedName("battery_spark").setMaxStackSize(1).setCreativeTab(MainRegistry.nukeTab).setTextureName(RefStrings.MODID + ":battery_spark")
battery_trixite	formal	HbmItems	battery_trixite	Item	True	True	True	True	False	battery_trixite = new Item().setUnlocalizedName("battery_trixite").setMaxStackSize(1).setCreativeTab(MainRegistry.nukeTab).setTextureName(RefStrings.MODID + ":battery_trixite")
bdcl	formal	HbmItems	bdcl	ItemBDCL	True	True	True	True	False	bdcl = new ItemBDCL().setUnlocalizedName("bdcl").setCreativeTab(MainRegistry.consumableTab).setTextureName(RefStrings.MODID + ":bdcl")
bedrock_ore	formal	HbmItems	bedrock_ore	ItemBedrockOreNew	True	True	False	True	False	bedrock_ore = new ItemBedrockOreNew().setUnlocalizedName("bedrock_ore").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":bedrock_ore_new")
bedrock_ore_base	formal	HbmItems	bedrock_ore_base	ItemBedrockOreBase	False	False	True	True	False	bedrock_ore_base = new ItemBedrockOreBase().setUnlocalizedName("bedrock_ore_base").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":bedrock_ore_new")
bedrock_ore_fragment	formal	HbmItems	bedrock_ore_fragment	ItemAutogen	True	True	True	True	False	bedrock_ore_fragment = new ItemAutogen(MaterialShapes.FRAGMENT).aot(Mats.MAT_BISMUTH, "bedrock_ore_fragment_bismuth").setUnlocalizedName("bedrock_ore_fragment").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":bedrock_ore_fragment")
beta	formal	HbmItems		UNRESOLVED	True	True	True	True	False	
big_sword	formal	HbmItems	big_sword	BigSword	True	True	True	True	False	big_sword = new BigSword(ToolMaterial.EMERALD).setUnlocalizedName("big_sword").setCreativeTab(CreativeTabs.tabCombat).setTextureName(RefStrings.MODID + ":big_sword")
billet_actinium	formal	HbmItems dynamic material/specialized registration	billet_actinium	Item	True	True	True	True	False	billet_actinium = new Item().setUnlocalizedName("billet_actinium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_actinium")
billet_am_mix	formal	HbmItems dynamic material/specialized registration	billet_am_mix	Item	True	True	True	True	False	billet_am_mix = new Item().setUnlocalizedName("billet_am_mix").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_am_mix")
billet_am241	formal	HbmItems dynamic material/specialized registration	billet_am241	Item	True	True	True	True	False	billet_am241 = new Item().setUnlocalizedName("billet_am241").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_am241")
billet_am242	formal	HbmItems dynamic material/specialized registration	billet_am242	Item	True	True	True	True	False	billet_am242 = new Item().setUnlocalizedName("billet_am242").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_am242")
billet_americium_fuel	formal	HbmItems dynamic material/specialized registration	billet_americium_fuel	Item	True	True	True	True	False	billet_americium_fuel = new Item().setUnlocalizedName("billet_americium_fuel").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_americium_fuel")
billet_au198	formal	HbmItems	billet_au198	Item	True	True	True	True	False	billet_au198 = new Item().setUnlocalizedName("billet_au198").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_au198")
billet_australium	formal	HbmItems dynamic material/specialized registration	billet_australium	ItemCustomLore	True	True	True	True	False	billet_australium = new ItemCustomLore().setRarity(EnumRarity.uncommon).setUnlocalizedName("billet_australium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_australium")
billet_australium_greater	formal	HbmItems dynamic material/specialized registration	billet_australium_greater	ItemCustomLore	True	True	True	True	False	billet_australium_greater = new ItemCustomLore().setRarity(EnumRarity.uncommon).setUnlocalizedName("billet_australium_greater").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_australium_greater")
billet_australium_lesser	formal	HbmItems dynamic material/specialized registration	billet_australium_lesser	ItemCustomLore	True	True	True	True	False	billet_australium_lesser = new ItemCustomLore().setRarity(EnumRarity.uncommon).setUnlocalizedName("billet_australium_lesser").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_australium_lesser")
billet_balefire_gold	formal	HbmItems dynamic material/specialized registration	billet_balefire_gold	ItemCustomLore	True	True	True	True	False	billet_balefire_gold = new ItemCustomLore().setRarity(EnumRarity.uncommon).setUnlocalizedName("billet_balefire_gold").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_balefire_gold")
billet_beryllium	formal	HbmItems dynamic material/specialized registration	billet_beryllium	Item	True	True	True	True	False	billet_beryllium = new Item().setUnlocalizedName("billet_beryllium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_beryllium")
billet_bismuth	formal	HbmItems dynamic material/specialized registration	billet_bismuth	Item	True	True	True	True	False	billet_bismuth = new Item().setUnlocalizedName("billet_bismuth").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_bismuth")
billet_co60	formal	HbmItems dynamic material/specialized registration	billet_co60	Item	True	True	True	True	False	billet_co60 = new Item().setUnlocalizedName("billet_co60").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_co60")
billet_cobalt	formal	HbmItems dynamic material/specialized registration	billet_cobalt	Item	True	True	True	True	False	billet_cobalt = new Item().setUnlocalizedName("billet_cobalt").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_cobalt")
billet_flashlead	formal	HbmItems dynamic material/specialized registration	billet_flashlead	ItemCustomLore	True	True	True	True	False	billet_flashlead = new ItemCustomLore().setRarity(EnumRarity.uncommon).setUnlocalizedName("billet_flashlead").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_flashlead")
billet_gh336	formal	HbmItems dynamic material/specialized registration	billet_gh336	ItemCustomLore	True	True	True	True	False	billet_gh336 = new ItemCustomLore().setRarity(EnumRarity.epic).setUnlocalizedName("billet_gh336").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_gh336")
billet_hes	formal	HbmItems dynamic material/specialized registration	billet_hes	Item	True	True	True	True	False	billet_hes = new Item().setUnlocalizedName("billet_hes").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_hes")
billet_les	formal	HbmItems dynamic material/specialized registration	billet_les	Item	True	True	True	True	False	billet_les = new Item().setUnlocalizedName("billet_les").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_les")
billet_mox_fuel	formal	HbmItems dynamic material/specialized registration	billet_mox_fuel	Item	True	True	True	True	False	billet_mox_fuel = new Item().setUnlocalizedName("billet_mox_fuel").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_mox_fuel")
billet_neptunium	formal	HbmItems dynamic material/specialized registration	billet_neptunium	Item	True	True	True	True	False	billet_neptunium = new Item().setUnlocalizedName("billet_neptunium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_neptunium")
billet_neptunium_fuel	formal	HbmItems dynamic material/specialized registration	billet_neptunium_fuel	Item	True	True	True	True	False	billet_neptunium_fuel = new Item().setUnlocalizedName("billet_neptunium_fuel").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_neptunium_fuel")
billet_nuclear_waste	formal	HbmItems dynamic material/specialized registration	billet_nuclear_waste	Item	True	True	True	True	False	billet_nuclear_waste = new Item().setUnlocalizedName("billet_nuclear_waste").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_nuclear_waste")
billet_pb209	formal	HbmItems dynamic material/specialized registration	billet_pb209	Item	True	True	True	True	False	billet_pb209 = new Item().setUnlocalizedName("billet_pb209").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_pb209")
billet_plutonium	formal	HbmItems dynamic material/specialized registration	billet_plutonium	Item	True	True	True	True	False	billet_plutonium = new Item().setUnlocalizedName("billet_plutonium").setCreativeTab(MainRegistry.partsTab).setTextureName(RefStrings.MODID + ":billet_plutonium")
